algorithm,error,error_type,phase,repetition,timestamp_epoch
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,266,1777442873.2723868
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,267,1777442876.5658917
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,267,1777442883.3465178
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,268,1777442886.3571975
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,268,1777442893.235329
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,269,1777442896.1366806
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,269,1777442913.9534428
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,270,1777442916.7222104
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,270,1777442930.9479465
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,271,1777442937.1619308
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,271,1777442955.0549953
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,272,1777442957.7471282
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,272,1777442968.7458472
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,273,1777442971.6042325
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,273,1777442989.6551826
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,274,1777442992.5258763
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,275,1777443021.431551
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,275,1777443039.5537195
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,276,1777443041.4858146
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,276,1777443048.6053278
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,277,1777443050.4294066
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,277,1777443069.6485038
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,278,1777443072.7052858
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,278,1777443087.4535031
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,279,1777443090.1805017
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,279,1777443108.5169895
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,280,1777443111.3801894
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,280,1777443133.8701677
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,281,1777443139.4396195
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,281,1777443161.8850038
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,282,1777443163.7115827
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,282,1777443187.1455421
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,283,1777443189.8496313
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,283,1777443209.4876852
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,284,1777443212.530642
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,285,1777443242.0414875
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,285,1777443255.3094602
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,286,1777443258.4130113
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,286,1777443282.9107907
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,287,1777443295.730645
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,288,1777443298.9126635
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,289,1777443329.00248
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,289,1777443343.9989662
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,290,1777443347.0477726
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,290,1777443362.0791757
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,291,1777443367.6044476
bae,"'Replay requested k=33, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,291,1777443382.7885537
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,292,1777443385.8107193
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,292,1777443405.146928
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,293,1777443408.015573
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,293,1777443419.2997115
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,294,1777443421.9549592
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,294,1777443433.5392966
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,295,1777443435.4032166
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,296,1777443473.6699648
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,296,1777443489.766134
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,297,1777443492.5072198
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,298,1777443525.8422348
bae,"'Replay requested k=28, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,298,1777443542.6420567
biqae,'The job was not completed successfully.',AlgorithmError,hardware_replay,299,1777443545.4420943
bae,"'Replay requested k=27, but no premeasured hardware probability exists for that Grover power. Available k values: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25].'",KeyError,hardware_replay,299,1777443562.721656
